,라벨명,등장 횟수,평균 스코어,표준편차,최대 스코어,최소 스코어
287,Synthesizer,3,0.08078878497083981,0.04113066360513069,0.11415286362171173,0.06079095974564552
288,Car alarm,3,0.09597466761867206,0.04128868939915654,0.11529774218797684,0.06238945946097374
289,Guitar,3,0.06969211498896281,0.024687264591098438,0.08346721529960632,0.05006033182144165
290,Snicker,3,0.1299456482132276,0.18038033446424773,0.27720022201538086,0.053951844573020935
291,Clapping,3,0.10165439794460933,0.08983640806257853,0.17390553653240204,0.05456890910863876
292,Whoop,3,0.05705450971921285,0.004227594529866335,0.06048744544386864,0.05502580478787422
293,Theme music,3,0.13227637112140656,0.058222451169296405,0.1636524498462677,0.08565965294837952
294,Goat,3,0.2450087716182073,0.14875480900819066,0.33079975843429565,0.1276557296514511
295,Boom,3,0.07691059758265813,0.017347346488738095,0.08874040096998215,0.06424980610609055
296,Fusillade,3,0.08909383416175842,0.08718352301050757,0.1602228581905365,0.05108395963907242
297,"Chirp, tweet",3,0.18949470420678458,0.2221329095441956,0.3663523197174072,0.06624417006969452
298,Environmental noise,3,0.1727192960679531,0.14071254964692603,0.2421472668647766,0.058728400617837906
299,Buzzer,2,0.07166983559727669,0.01152879098975325,0.07982192188501358,0.0635177493095398
300,Sanding,2,0.06194424629211426,0.010538166193997134,0.06939585506916046,0.054492637515068054
301,Finger snapping,2,0.1268363855779171,0.07807818009969705,0.18204599618911743,0.07162677496671677
302,Maraca,2,0.2793057933449745,0.21298415723181507,0.4299083352088928,0.1287032514810562
303,Bicycle bell,2,0.19665705040097237,0.1655793049767248,0.3137392997741699,0.07957480102777481
304,Ding,2,0.11257721111178398,0.009774944719381545,0.1194891408085823,0.10566528141498566
305,Clang,2,0.18777811899781227,0.16002521435338343,0.30093303322792053,0.07462320476770401
306,Chop,2,0.21985320001840591,0.0027342451870078673,0.22178660333156586,0.21791979670524597
307,Steam whistle,2,0.09963653236627579,0.037293227973091606,0.1260068267583847,0.07326623797416687
308,Stomach rumble,2,0.14008852280676365,0.12404992096740551,0.22780506312847137,0.05237198248505592
309,Grunt,2,0.07077958434820175,0.0086895211246123,0.07692400366067886,0.06463516503572464
310,Wood block,2,0.08587833493947983,0.01574819101951981,0.09701398760080338,0.07474268227815628
311,Whistling,2,0.3121809959411621,0.3635150511199146,0.5692249536514282,0.055137038230895996
312,Hiccup,2,0.07370761781930923,0.021486189416338456,0.08890064805746078,0.058514587581157684
313,Skateboard,2,0.15031620115041733,0.12634106843348425,0.2396528273820877,0.06097957491874695
314,Fireworks,2,0.17688491940498352,0.04777475933940222,0.21066677570343018,0.14310306310653687
315,Firecracker,2,0.0939142070710659,0.02842767526731749,0.1140156090259552,0.0738128051161766
316,"Slap, smack",2,0.1033424623310566,0.054084010852581466,0.14158563315868378,0.06509929150342941
317,Male singing,2,0.06464214622974396,0.01634377867253938,0.07619894295930862,0.05308534950017929
318,Laughter,2,0.10711643099784851,0.053148229643450146,0.144697904586792,0.06953495740890503
319,Giggle,2,0.06804601661860943,0.01885374203937456,0.08137762546539307,0.05471440777182579
320,Child singing,2,0.06483036652207375,0.009497249671255393,0.07154593616724014,0.05811479687690735
321,"Smash, crash",2,0.059061286970973015,0.004162688810917119,0.062004752457141876,0.05611782148480415
322,String section,2,0.10925202630460262,0.08040300816609207,0.16610553860664368,0.05239851400256157
323,Christian music,2,0.13347169756889343,0.0028563972907045656,0.1354914754629135,0.13145191967487335
324,Opera,2,0.06894385814666748,0.002897996230184818,0.07099305093288422,0.06689466536045074
325,Brass instrument,2,0.06832285225391388,0.0023200364965549284,0.06996336579322815,0.06668233871459961
326,Singing bowl,2,0.07789858058094978,0.016314534028028887,0.08943469822406769,0.06636246293783188
327,Tire squeal,2,0.10011960752308369,0.06079322278723893,0.14310690760612488,0.057132307440042496
328,Honk,2,0.23031010292470455,0.24160197537201145,0.4011484980583191,0.05947170779109001
329,Duck,2,0.08046362921595573,0.019775085318712863,0.09444672614336014,0.06648053228855133
330,Sine wave,2,0.1606089361011982,0.08878119315493242,0.2233867198228836,0.09783115237951279
331,Chirp tone,2,0.22671092301607132,0.19739091910084558,0.36628738045692444,0.0871344655752182
332,Static,1,0.05425286293029785,0.0,0.05425286293029785,0.05425286293029785
333,Drum machine,1,0.1255788952112198,0.0,0.1255788952112198,0.1255788952112198
334,Chopping (food),1,0.11852440983057022,0.0,0.11852440983057022,0.11852440983057022
335,Clicking,1,0.46417295932769775,0.0,0.46417295932769775,0.46417295932769775
336,Groan,1,0.35033050179481506,0.0,0.35033050179481506,0.35033050179481506
337,Scratch,1,0.20744912326335907,0.0,0.20744912326335907,0.20744912326335907
338,Wedding music,1,0.06152236461639404,0.0,0.06152236461639404,0.06152236461639404
339,Turkey,1,0.07006438076496124,0.0,0.07006438076496124,0.07006438076496124
340,Gobble,1,0.06318651884794235,0.0,0.06318651884794235,0.06318651884794235
341,Battle cry,1,0.06850418448448181,0.0,0.06850418448448181,0.06850418448448181
342,Synthetic singing,1,0.3228903114795685,0.0,0.3228903114795685,0.3228903114795685
343,"Chicken, rooster",1,0.06644134968519211,0.0,0.06644134968519211,0.06644134968519211
344,"Telephone dialing, DTMF",1,0.2052420675754547,0.0,0.2052420675754547,0.2052420675754547
345,"Bird flight, flapping wings",1,0.08252938836812973,0.0,0.08252938836812973,0.08252938836812973
346,Telephone bell ringing,1,0.1782420575618744,0.0,0.1782420575618744,0.1782420575618744
347,Pig,1,0.10377942770719528,0.0,0.10377942770719528,0.10377942770719528
348,Oink,1,0.10747088491916656,0.0,0.10747088491916656,0.10747088491916656
349,Theremin,1,0.2339710295200348,0.0,0.2339710295200348,0.2339710295200348
350,Organ,1,0.05050938203930855,0.0,0.05050938203930855,0.05050938203930855
351,Effects unit,1,0.10717073082923889,0.0,0.10717073082923889,0.10717073082923889
352,Squawk,1,0.05180518329143524,0.0,0.05180518329143524,0.05180518329143524
353,Babbling,1,0.06717240810394287,0.0,0.06717240810394287,0.06717240810394287
354,"Baby cry, infant cry",1,0.161836639046669,0.0,0.161836639046669,0.161836639046669
355,Whimper,1,0.10251161456108093,0.0,0.10251161456108093,0.10251161456108093
356,"Crying, sobbing",1,0.14290498197078705,0.0,0.14290498197078705,0.14290498197078705
357,Belly laugh,1,0.06667359173297882,0.0,0.06667359173297882,0.06667359173297882
358,Zipper (clothing),1,0.05071086436510086,0.0,0.05071086436510086,0.05071086436510086
359,Pizzicato,1,0.15546385943889618,0.0,0.15546385943889618,0.15546385943889618
360,Zither,1,0.09190411865711212,0.0,0.09190411865711212,0.09190411865711212
361,Mandolin,1,0.21230430901050568,0.0,0.21230430901050568,0.21230430901050568
362,Harp,1,0.050485096871852875,0.0,0.050485096871852875,0.050485096871852875
363,Plucked string instrument,1,0.07024718821048737,0.0,0.07024718821048737,0.07024718821048737
364,Bluegrass,1,0.06438128650188446,0.0,0.06438128650188446,0.06438128650188446
365,Drum kit,1,0.10556571185588837,0.0,0.10556571185588837,0.10556571185588837
366,Bass drum,1,0.05279267951846123,0.0,0.05279267951846123,0.05279267951846123
367,Background music,1,0.09164449572563171,0.0,0.09164449572563171,0.09164449572563171
368,Cello,1,0.08974813669919968,0.0,0.08974813669919968,0.08974813669919968
369,Techno,1,0.12048298865556717,0.0,0.12048298865556717,0.12048298865556717
370,Music of Asia,1,0.06137165054678917,0.0,0.06137165054678917,0.06137165054678917
371,Baby laughter,1,0.07599490880966187,0.0,0.07599490880966187,0.07599490880966187
372,Country,1,0.05589818209409714,0.0,0.05589818209409714,0.05589818209409714
373,Rock and roll,1,0.0846705213189125,0.0,0.0846705213189125,0.0846705213189125
374,"Splash, splatter",1,0.08509248495101929,0.0,0.08509248495101929,0.08509248495101929
375,Yodeling,1,0.10131372511386871,0.0,0.10131372511386871,0.10131372511386871
376,Music of Latin America,1,0.12865442037582397,0.0,0.12865442037582397,0.12865442037582397
377,Salsa music,1,0.06639914214611053,0.0,0.06639914214611053,0.06639914214611053
378,A capella,1,0.13076654076576233,0.0,0.13076654076576233,0.13076654076576233
379,Vocal music,1,0.052509408444166183,0.0,0.052509408444166183,0.052509408444166183
380,Flute,1,0.1351040154695511,0.0,0.1351040154695511,0.1351040154695511
381,Noise,1,0.05182386934757233,0.0,0.05182386934757233,0.05182386934757233
382,Mosquito,1,0.057953495532274246,0.0,0.057953495532274246,0.057953495532274246
383,Electric toothbrush,1,0.07136350125074387,0.0,0.07136350125074387,0.07136350125074387
384,Quack,1,0.05704693868756294,0.0,0.05704693868756294,0.05704693868756294
385,Didgeridoo,1,0.2892417907714844,0.0,0.2892417907714844,0.2892417907714844
386,Goose,1,0.3668953776359558,0.0,0.3668953776359558,0.3668953776359558
387,Frog,1,0.44506046175956726,0.0,0.44506046175956726,0.44506046175956726
388,Croak,1,0.1925593763589859,0.0,0.1925593763589859,0.1925593763589859
389,Mouse,1,0.05049383267760277,0.0,0.05049383267760277,0.05049383267760277
390,Pour,1,0.07419057935476303,0.0,0.07419057935476303,0.07419057935476303
